#\begin{deluxetable}{lcc}
#\tabletypesize{\scriptsize}
#\tablecaption{Measured \HI\ terminal velocities, $v_{LSR}$, as a function of Galactic longitude, $l$, from the VGPS.  The third column gives the terminal velocities, $v_{mod}$, predicted by the rotation curve defined in Equation \ref{eq:rotfit}.
#\label{tab:termvels}}
#\tablewidth{0pt}
#\tablehead{\colhead{$l$ (deg)} & \colhead{$v_{LSR}$ (\kms)} & \colhead{$v_{mod}$ (\kms)}}
#\startdata
61.962   &   35.16    &    34.60 
62.027   &   35.00    &    34.51 
62.093   &   34.65    &    34.41 
62.157   &   34.62    &    34.31 
62.223   &   34.62    &    34.22 
62.287   &   35.17    &    34.12 
62.353   &   35.53    &    34.02 
62.417   &   35.53    &    33.93 
62.483   &   37.15    &    33.83 
62.547   &   37.29    &    33.74 
62.613   &   37.29    &    33.64 
62.678   &   37.15    &    33.55 
62.743   &   35.53    &    33.45 
62.807   &   34.47    &    33.36 
62.873   &   34.47    &    33.26 
62.937   &   34.47    &    33.17 
63.003   &   34.51    &    33.07 
63.067   &   34.79    &    32.98 
63.133   &   34.51    &    32.89 
63.197   &   33.54    &    32.79 
63.262   &   33.19    &    32.70 
63.327   &   32.63    &    32.61 
63.393   &   32.36    &    32.51 
63.457   &   32.36    &    32.42 
63.523   &   33.42    &    32.33 
63.587   &   33.42    &    32.24 
63.652   &   33.20    &    32.15 
63.718   &   32.92    &    32.05 
63.782   &   31.96    &    31.96 
63.848   &   31.30    &    31.87 
63.912   &   30.75    &    31.78 
63.978   &   30.05    &    31.69 
64.043   &   29.90    &    31.60 
64.108   &   29.90    &    31.51 
64.172   &   28.77    &    31.42 
64.238   &   28.76    &    31.33 
64.302   &   28.69    &    31.24 
64.368   &   28.11    &    31.15 
64.432   &   28.11    &    31.06 
64.498   &   28.25    &    30.97 
64.562   &   28.30    &    30.88 
64.627   &   28.38    &    30.79 
64.692   &   28.30    &    30.70 
64.758   &   28.18    &    30.61 
64.823   &   28.18    &    30.53 
64.888   &   28.18    &    30.44 
64.952   &   27.84    &    30.35 
65.017   &   27.84    &    30.26 
65.082   &   27.72    &    30.18 
65.147   &   27.51    &    30.09 
65.212   &   27.51    &    30.00 
65.277   &   27.03    &    29.92 
65.343   &   27.03    &    29.83 
65.407   &   26.92    &    29.74 
65.473   &   26.81    &    29.66 
65.537   &   26.36    &    29.57 
65.603   &   26.11    &    29.49 
65.668   &   25.94    &    29.40 
65.733   &   25.74    &    29.32 
65.797   &   25.74    &    29.23 
65.863   &   25.57    &    29.15 
65.927   &   25.57    &    29.06 
65.993   &   25.93    &    28.98 
66.057   &   25.93    &    28.89 
66.123   &   25.18    &    28.81 
66.187   &   24.00    &    28.73 
66.252   &   24.00    &    28.64 
66.317   &   23.23    &    28.56 
